nursing_home_label,city,county,state,latitude,longitude,location_type,partial_match
Palm Garden Of Aventura,North Miami Beach,Miami-Dade,florida,25.9721372,-80.1470354,ROOFTOP,True
Palm Garden Of Clearwater,Clearwater,Pinellas,florida,28.048064,-82.710544,ROOFTOP,True
Palm Garden Of Gainesville,Gainesville,Alachua,florida,29.6507393,-82.4065559,ROOFTOP,True
Palm Garden Of Jacksonville,Jacksonville,Duval,florida,30.2669442,-81.60827549999999,ROOFTOP,True
Palm Garden Of Largo,Largo,Pinellas,florida,27.866944,-82.76290949999999,ROOFTOP,True
Palm Garden Of Ocala,Ocala,Marion,florida,29.152368,-82.16971099999999,ROOFTOP,True
Palm Garden Of Orlando,Orlando,Orange,florida,28.5531147,-81.2531058,ROOFTOP,True
Palm Garden Of Pinellas,Largo,Pinellas,florida,27.9027719,-82.7855077,ROOFTOP,True
Palm Garden Of Port St. Lucie,Port Saint Lucie,St. Lucie,florida,27.2858901,-80.2936014,ROOFTOP,True
Palm Garden Of Sun City,Sun City Center,Hillsborough,florida,27.7175393,-82.3708106,ROOFTOP,True
Palm Garden Of Vero Beach,Vero Beach,Indian River,florida,27.6596713,-80.4021728,ROOFTOP,True
Palm Garden Of West Palm Beach,West Palm Beach,Palm Beach,florida,26.7143654,-80.0791795,ROOFTOP,True
Palm Garden Of Winter Haven,Winter Haven,Polk,florida,28.0048691,-81.70979559999999,ROOFTOP,True
Palm Harbor Health And Rehabilitation Center,Palm Harbor,Pinellas,florida,28.0780718,-82.7637127,APPROXIMATE,True
Palm Vista Nursing And Rehabilitation Center,Key West,Monroe,florida,24.5807615,-81.7438471,ROOFTOP,True
Palmetto Care Center,Hialeah,Miami-Dade,florida,25.8836357,-80.32892679999999,ROOFTOP,True
Palmetto Subacute Care Center,Miami,Miami-Dade,florida,25.7620701,-80.318658,ROOFTOP,True
Palms Care Center,Lauderdale Lakes,Broward,florida,26.1677572,-80.2119128,ROOFTOP,True
Palms Nursing And Rehab At Orange Park,Orange Park,Clay,florida,30.1660736,-81.706484,APPROXIMATE,True
Palms Rehabilitation And Healthcare Center,Palm Bay,Brevard,florida,28.0149,-80.62168,ROOFTOP,True
Park Meadows Healthcare & Rehabilitation Center,Gainesville,Alachua,florida,29.6164615,-82.3703046,ROOFTOP,True
Park Ridge Nursing Center,Jacksonville,Duval,florida,30.3183862,-81.6819901,ROOFTOP,True
Parklands Care Center,Gainesville,Alachua,florida,29.637104,-82.336051,ROOFTOP,True
Parks Healthcare And Rehabilitation Center,Orlando,Orange,florida,28.426018,-81.4025,ROOFTOP,True
Parkside Health And Rehabilitation Center,Deland,Volusia,florida,29.0221338,-81.2984618,ROOFTOP,True
Parkview Rehabilitation Center At Winter Park,Winter Park,Orange,florida,28.5968069,-81.32452669999999,ROOFTOP,True
Pavilion At Jacksonville,Jacksonville,Duval,florida,30.1319168,-81.5448853,GEOMETRIC_CENTER,False
Pavilion For Health Care,Penney Farms,Clay,florida,29.9765033,-81.80806729999999,ROOFTOP,True
Pearl At Fort Lauderdale Rehabilitation And Nursing Center,Wilton Manors,Broward,florida,26.1603626,-80.13893399999999,APPROXIMATE,True
Peninsula Rehabilitation And Nursing Center,Tarpon Springs,Pinellas,florida,28.1660671,-82.7429544,ROOFTOP,True
Pensacola Nursing & Rehabilitation Center,Pensacola,Escambia,florida,30.3647238,-87.1711686,GEOMETRIC_CENTER,True
Perry Oaks Health Care,Perry,Taylor,florida,30.125755,-83.58967,ROOFTOP,True
Pinecrest Rehabilitation Center,North Miami,Miami-Dade,florida,25.900539,-80.19273299999999,ROOFTOP,True
Pinellas Park Fl Opco,Pinellas Park,Pinellas,florida,27.8428025,-82.6995443,APPROXIMATE,True
Pinellas Point Nursing And Rehab Center,Saint Petersburg,Pinellas,florida,27.7170735,-82.6761401,ROOFTOP,True
Pines Nursing Home,Miami,Miami-Dade,florida,25.9050082,-80.1918302,ROOFTOP,False
Pines Of Sarasota,Sarasota,Sarasota,florida,27.3503978,-82.5392861,ROOFTOP,True
Plantation Bay Rehabilitation Center,Saint Cloud,Osceola,florida,28.253927,-81.31378,ROOFTOP,True
Plantation Nursing & Rehabilitation Center,Plantation,Broward,florida,26.1275862,-80.23310359999999,APPROXIMATE,True
Plaza Health And Rehab,Gainesville,Alachua,florida,29.6141107,-82.39531149999999,ROOFTOP,True
Plaza West Health Center,Sun City Ctr,Hillsborough,florida,27.7205905,-82.36736289999999,ROOFTOP,True
Plymouth Harbor Incorporated,Sarasota,Sarasota,florida,27.3207697,-82.5704834,ROOFTOP,True
Ponce Health And Rehabilitation Center,Miami,Miami-Dade,florida,25.7698891,-80.2143104,ROOFTOP,True
Ponce Therapy Care Center And Rehab,Saint Augustine,St. Johns,florida,29.8644952,-81.3280336,ROOFTOP,True
Port Charlotte Center For Nursing & Rehabilitation,Port Charlotte,Charlotte,florida,26.9761707,-82.09064479999999,APPROXIMATE,True
Port Charlotte Rehabilitation Center,Port Charlotte,Charlotte,florida,27.0001731,-82.0303407,ROOFTOP,True
Port Orange Nursing And Rehab Center,Port Orange,Volusia,florida,29.11826599999999,-81.01757239999999,ROOFTOP,True
Port St. Lucie Rehabilitation And Healthcare,Port St Lucie,St. Lucie,florida,27.3423015,-80.3292388,ROOFTOP,True
Premier Place At The Glenview,Naples,Collier,florida,26.2164802,-81.8104553,ROOFTOP,True
Promedica Skilled Nursing And Rehabilitation (Boca Raton North),Boca Raton,Palm Beach,florida,26.4088373,-80.12599230000001,ROOFTOP,True
Promedica Skilled Nursing And Rehabilitation (Boynton Beach Nort,Boynton Beach,Palm Beach,florida,26.5332237,-80.10564149999999,ROOFTOP,True
Promedica Skilled Nursing And Rehabilitation (Delray),Delray Beach,Palm Beach,florida,26.4661338,-80.07034279999999,ROOFTOP,True
Promedica Skilled Nursing And Rehabilitation (Ft. Myers East),Fort Myers,Lee,florida,26.6598263,-81.8338588,ROOFTOP,True
Promedica Skilled Nursing And Rehabilitation (Palm Harbor),Palm Harbor,Pinellas,florida,28.0780718,-82.7637127,APPROXIMATE,True
Promedica Skilled Nursing And Rehabilitation (Prosperity Oaks),Palm Beach Gardens,Palm Beach,florida,26.8331826,-80.0733164,GEOMETRIC_CENTER,True
Promedica Skilled Nursing And Rehabilitation (Sarasota East),Sarasota,Sarasota,florida,27.2748203,-82.4863586,ROOFTOP,True
Promedica Skilled Nursing And Rehabilitation (Sarasota North),Sarasota,Sarasota,florida,27.336465,-82.5310117,APPROXIMATE,True
Promedica Skilled Nursing And Rehabilitation (Sarasota West),Sarasota,Sarasota,florida,27.2748203,-82.4863586,ROOFTOP,True
Promedica Skilled Nursing And Rehabilitation (Venice),Venice,Sarasota,florida,27.336465,-82.5310117,APPROXIMATE,True
Promedica Skilled Nursing And Rehabilitation (West Palm Beach),West Palm Beach,Palm Beach,florida,26.7153424,-80.0533746,APPROXIMATE,True
Promedica Skilled Nursing And Rehabilitation (Zephyrhills),Zephyrhills,Pasco,florida,28.2336196,-82.18119469999999,APPROXIMATE,True
Promedica Skilled Nursing And Rehabilitation Boynton Beach South,Boynton Beach,Palm Beach,florida,26.5332237,-80.10564149999999,ROOFTOP,True
Pruitthealth - Fleming Island,Fleming Island,Clay,florida,30.0856547,-81.7183361,ROOFTOP,True
Pruitthealth - Panama City,Panama City,Bay,florida,30.2062721,-85.6604461,ROOFTOP,True
Pruitthealth - Santa Rosa,Milton,Santa Rosa,florida,30.636028,-87.064573,ROOFTOP,True
Pruitthealth - Southwood,Tallahassee,Leon,florida,30.4136505,-84.2299274,ROOFTOP,True
Radiant Nursing And Rehab At Palatka,Palatka,Putnam,florida,29.6445043,-81.6609639,ROOFTOP,True
Raydiant Health Care Of North Fort Myers,North Fort Myers,Lee,florida,26.666992,-81.92081999999999,ROOFTOP,True
Raydiant Health Care Of Orange Park,Orange Park,Clay,florida,30.1660736,-81.706484,APPROXIMATE,True
Regency Oaks Health Center,Clearwater,Pinellas,florida,27.9944138,-82.7241208,ROOFTOP,True
Regents Park At Aventura,Aventura,Miami-Dade,florida,25.9505693,-80.1502131,ROOFTOP,True
Regents Park Of Sunrise,Sunrise,Broward,florida,26.1707763,-80.2806777,ROOFTOP,True
Regents Park Of Winter Park,Winter Park,Orange,florida,28.6095161,-81.3106384,ROOFTOP,True
Rehab & Healthcare Center Of Cape Coral,Cape Coral,Lee,florida,26.6027455,-81.9406261,ROOFTOP,True
Rehabilitation Center At Park Place,Pensacola,Escambia,florida,30.4307599,-87.239291,ROOFTOP,True
"Rehabilitation Center Of The Palm Beaches,The",West Palm Beach,Palm Beach,florida,26.7153424,-80.0533746,APPROXIMATE,True
Renaissance At The Terraces,Bonita Springs,Lee,florida,26.3547862,-81.8060407,ROOFTOP,True
Ridgecrest Healthcare And Rehabilitation Center,Deland,Volusia,florida,29.0493432,-81.31762379999999,ROOFTOP,True
River City Nursing And Rehab Center,Jacksonville,Duval,florida,30.49008719999999,-81.63346489999999,ROOFTOP,True
River Garden Hebrew Home For The Aged,Jacksonville,Duval,florida,30.1663954,-81.5987808,ROOFTOP,True
River Valley Rehabilitation Center,Blountstown,Calhoun,florida,30.4587144,-85.0516791,ROOFTOP,True
Riverchase Health And Rehabilitation Center,Quincy,Gadsden,florida,30.5685653,-84.5544357,ROOFTOP,True
Riverside Care Center,Miami,Miami-Dade,florida,25.7777742,-80.2091593,ROOFTOP,True
Riverwood Center,Jacksonville,Duval,florida,30.274363,-81.591961,ROOFTOP,True
Riverwood Healthcare & Rehabilitation Center,Starke,Bradford,florida,29.9441298,-82.1098275,APPROXIMATE,True
Rockledge Healthcare & Rehabilitation Center,Rockledge,Brevard,florida,28.3164498,-80.72698539999999,APPROXIMATE,True
Rohr Home,Bartow,Polk,florida,27.8847721,-81.82191279999999,ROOFTOP,True
Rosewood Health And Rehabilitation Center,Orlando,Orange,florida,28.607286,-81.42754,ROOFTOP,True
Rosewood Healthcare And Rehabilitation Center,Pensacola,Escambia,florida,30.4435428,-87.23267539999999,ROOFTOP,True
Royal Care Of Avon Park,Avon Park,Highlands,florida,27.6281557,-81.51708730000001,ROOFTOP,True
Royal Oak Nursing Center,Dade City,Pasco,florida,28.3514804,-82.19933309999999,ROOFTOP,True
Royal Palm Beach Health And Rehabilitation Center,Royal Palm Beach,Palm Beach,florida,26.6974932,-80.2106063,ROOFTOP,True
Ruleme Center,Eustis,Lake,florida,28.825939,-81.69033499999999,ROOFTOP,True
Sabal Palms Health & Rehabilitation,Largo,Pinellas,florida,27.9217737,-82.76911849999999,ROOFTOP,True
Saints Care Center,Jacksonville,Duval,florida,30.3321838,-81.65565099999999,APPROXIMATE,True
Sand Key Health And Rehabilitation Center,Clearwater,Pinellas,florida,27.730881,-82.639015,ROOFTOP,True
Sandy Ridge Center For Rehabilitation And Healing,Milton,Santa Rosa,florida,30.6301571,-87.0636334,ROOFTOP,True
Santa Rosa Center For Rehabilitation And Healing,Milton,Santa Rosa,florida,30.6296162,-87.03689190000001,ROOFTOP,True
Sarasota Center For Nursing & Rehabilitation,Sarasota,Sarasota,florida,27.3477349,-82.4049158,GEOMETRIC_CENTER,True
Sarasota Health And Rehabilitation Center,Sarasota,Sarasota,florida,27.336465,-82.5310117,APPROXIMATE,True
Sarasota Memorial Nursing And Rehabilitation Center,Sarasota,Sarasota,florida,27.2638533,-82.4574202,ROOFTOP,True
Sarasota Point Rehabilitation Center,Sarasota,Sarasota,florida,27.3257538,-82.51653309999999,ROOFTOP,True
Savannah Cove,Maitland,Orange,florida,28.6314438,-81.3790081,ROOFTOP,True
Savoy At Fort Lauderdale Rehabilitation And Nursing Center,Fort Lauderdale,Broward,florida,26.1224386,-80.13731740000001,APPROXIMATE,True
Seaside Health And Rehabilitation Center,Daytona Beach,Volusia,florida,29.1892835,-81.01304859999999,ROOFTOP,True
Seven Hills Health And Rehabilitation Center,Tallahassee,Leon,florida,30.47530889999999,-84.22543739999999,ROOFTOP,True
Shoal Creek Rehabilitation Center,Crestview,Okaloosa,florida,30.733517,-86.56249,ROOFTOP,True
Shore Acres Care Center And Rehab,Saint Petersburg,Pinellas,florida,27.8133502,-82.6024931,ROOFTOP,True
Sierra Lakes Nursing & Rehabilitation Center,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Siesta Key Health And Rehabilitation Center,Sarasota,Sarasota,florida,27.3754687,-82.5341965,ROOFTOP,True
Silvercrest Health And Rehabilitation Center,Crestview,Okaloosa,florida,30.7303583,-86.565033,ROOFTOP,True
Solaris Healthcare Coconut Creek,Coconut Creek,Broward,florida,26.2747609,-80.18009579999999,ROOFTOP,True
Solaris Healthcare Daytona,Daytona Beach,Volusia,florida,29.20543279999999,-81.0634613,ROOFTOP,True
Solaris Healthcare Imperial,Naples,Collier,florida,26.2889509,-81.80014600000001,ROOFTOP,True
Solaris Healthcare Lake City,Lake City,Columbia,florida,30.182354,-82.650458,ROOFTOP,True
Solaris Healthcare Merritt Island,Merritt Island,Brevard,florida,28.3899377,-80.7082025,ROOFTOP,True
Solaris Healthcare Osceola,Saint Cloud,Osceola,florida,28.227569,-81.3150259,ROOFTOP,True
Solaris Healthcare Pensacola,Pensacola,Escambia,florida,30.516698,-87.221773,ROOFTOP,True
Solaris Healthcare Plant City,Plant City,Hillsborough,florida,28.0308141,-82.095759,ROOFTOP,True
Solaris Healthcare Windermere,Orlando,Orange,florida,28.5004459,-81.44340059999999,ROOFTOP,True
Solaris Senior Living North Naples,Naples,Collier,florida,26.2716734,-81.7805028,ROOFTOP,True
South Campus Care Center And Rehab,Leesburg,Lake,florida,28.8058186,-81.8674243,ROOFTOP,True
South Dade Nursing And Rehabilitation Center,Miami,Miami-Dade,florida,25.6076663,-80.3470212,ROOFTOP,True
South Heritage Health & Rehabilitation Center,Saint Petersburg,Pinellas,florida,27.7481951,-82.6429939,ROOFTOP,True
Southern Pines Nursing Center,New Port Richey,Pasco,florida,28.2484938,-82.70676650000001,ROOFTOP,True
Specialty Health And Rehabilitation Center,Pensacola,Escambia,florida,30.48969,-87.3045255,ROOFTOP,True
Spring Hill Health And Rehabilitation Center,Brooksville,Hernando,florida,28.532927,-82.52496,ROOFTOP,True
Spring Lake Rehabilitation Center,Winter Haven,Polk,florida,28.0374257,-81.7323578,ROOFTOP,True
Springs At Boca Ciega Bay,South Pasadena,Pinellas,florida,27.7574633,-82.7395969,ROOFTOP,True
Springs At Lake Pointe Woods,Sarasota,Sarasota,florida,27.239587,-82.49880399999999,ROOFTOP,True
Springtree Rehabilitation & Health Care Center,Sunrise,Broward,florida,26.1708193,-80.28061269999999,ROOFTOP,True
St Andrews Bay Skilled Nursing And Rehabilitation Center,Panama City,Bay,florida,30.1859249,-85.6613022,ROOFTOP,True
"St Annes Nursing Center, St Annes Residence Inc",Miami,Miami-Dade,florida,25.5895568,-80.3840606,ROOFTOP,True
St Augustine Health And Rehabilitation Center,Saint Augustine,St. Johns,florida,29.8734415,-81.3309029,ROOFTOP,True
St James Health And Rehabilitation Center,Carrabelle,Franklin,florida,29.9040014,-84.5675673,ROOFTOP,True
St Petersburg Nursing & Rehabilitation,St Petersburg,Pinellas,florida,27.7676008,-82.64029149999999,APPROXIMATE,True
St. Amaro Post-Acute And Rehabilitation Center,Wauchula,Hardee,florida,27.5344559,-81.8141953,ROOFTOP,True
St. Andrew Post-Acute And Rehabilitation Center,Tampa,Hillsborough,florida,28.109484,-82.503829,ROOFTOP,True
St. Camillus Post-Acute And Rehabilitation Center,Sebring,Highlands,florida,27.4850997,-81.436697,ROOFTOP,True
St. John'S Nursing Center,Lauderdale Lakes,Broward,florida,26.164589,-80.1931742,ROOFTOP,True
"St. Mark Village, Inc.",Palm Harbor,Pinellas,florida,28.0796409,-82.7362484,ROOFTOP,True
Stuart Rehabilitation And Healthcare,Stuart,Martin,florida,27.1857133,-80.2371726,ROOFTOP,True
Sun Terrace Health Care Center,Sun City Center,Hillsborough,florida,27.7101662,-82.3557201,ROOFTOP,True
Sunnyside Nursing Home,Sarasota,Sarasota,florida,27.3342994,-82.5250037,ROOFTOP,True
Sunrise Health And Rehabilitation Center,Sunrise,Broward,florida,26.1850159,-80.2832418,ROOFTOP,True
Sunrise Point Health And Rehabilitation Center,Rockledge,Brevard,florida,28.3256659,-80.735503,ROOFTOP,True
Sunset Lake Healthcare And Rehabilitation Center,Venice,Sarasota,florida,27.336465,-82.5310117,APPROXIMATE,True
Surrey Place Healthcare And Rehabilitation,Bradenton,Manatee,florida,27.4801385,-82.6175272,ROOFTOP,True
Surrey Place Nursing Center,Live Oak,Suwannee,florida,30.290603,-82.971939,ROOFTOP,True
Susanna Wesley Health Center,Hialeah,Miami-Dade,florida,25.8702699,-80.31864329999999,ROOFTOP,True
Suwannee Valley Nursing Center,Jasper,Hamilton,florida,30.5218588,-82.9597161,ROOFTOP,True
Tallahassee Living Center,Tallahassee,Leon,florida,30.458658,-84.24194,ROOFTOP,True
Tampa Lakes Health And Rehabilitation Center,Lutz,Hillsborough,florida,28.0990007,-82.4544373,ROOFTOP,True
Tarpon Bayou Center,Tarpon Springs,Pinellas,florida,28.1517573,-82.767864,ROOFTOP,True
Taylor Care Center,Jacksonville,Duval,florida,30.257796,-81.621074,ROOFTOP,True
Terrace At Bishop'S Glen,Holly Hill,Volusia,florida,29.2430183,-81.0574731,GEOMETRIC_CENTER,True
Terrace Healthcare & Rehabilitation Center,Gainesville,Alachua,florida,29.6293977,-82.4192772,ROOFTOP,True
Terrace Of Delray Beach Nursing And Rehabilitation Center The,Delray Beach,Palm Beach,florida,26.4384789,-80.1294861,ROOFTOP,True
Terrace Of Hialeah,Hialeah,Miami-Dade,florida,25.8468202,-80.2856765,ROOFTOP,True
Terrace Of Jacksonville,Jacksonville,Duval,florida,30.181845,-81.608443,ROOFTOP,True
Terrace Of Kissimmee,Kissimmee,Osceola,florida,28.314178,-81.4075086,ROOFTOP,True
Terraces Of Lake Worth Care Center,Lake Worth,Palm Beach,florida,26.608389,-80.0657368,ROOFTOP,True
The Bristol Care Center,Tampa,Hillsborough,florida,28.0695678,-82.4395266,ROOFTOP,True
The Cedar At Mease Life,Dunedin,Pinellas,florida,28.014905,-82.78079140000001,ROOFTOP,True
The Club At Lake Gibson,Lakeland,Polk,florida,28.1075308,-81.961664,APPROXIMATE,True
The Edgewater At Waterman Village,Mount Dora,Lake,florida,28.8225154,-81.6468658,ROOFTOP,True
The Floridean Nursing And Rehabilitation Center,Miami,Miami-Dade,florida,25.772528,-80.24840499999999,ROOFTOP,True
The Lodge Health And Rehabilitation Center,Ocala,Marion,florida,29.1727091,-82.1303763,ROOFTOP,True
The Palms Nursing And Rehab At Lake City,Lake City,Columbia,florida,30.1896756,-82.6392899,APPROXIMATE,True
The Palms Nursing And Rehab At Orlando,Orlando,Orange,florida,28.5215851,-81.3801606,ROOFTOP,True
The Palms Nursing And Rehab At Winter Haven,Winter Haven,Polk,florida,28.0222435,-81.7328567,APPROXIMATE,True
The Pavilion At Crescent Lake,Crescent City,Putnam,florida,29.4952644,-81.5579405,GEOMETRIC_CENTER,True
The Preserve,Fort Myers,Lee,florida,26.5306491,-81.84839629999999,ROOFTOP,True
The Terrace At Courtenay Springs,Merritt Island,Brevard,florida,28.3383488,-80.6888053,ROOFTOP,True
Tierra Pines Center,Largo,Pinellas,florida,27.8929319,-82.739948,ROOFTOP,True
Tiffany Hall Nursing And Rehab Center,Port Saint Lucie,St. Lucie,florida,27.2829462,-80.2938399,ROOFTOP,True
Timberridge Nursing & Rehabilitation Center,Ocala,Marion,florida,29.0612508,-82.2814971,ROOFTOP,True
Titusville Rehabilitation And Nursing Center,Titusville,Brevard,florida,28.6122187,-80.8075537,APPROXIMATE,True
Tri-County Nursing Home,Trenton,Gilchrist,florida,29.6065101,-82.9247017,ROOFTOP,True
Trinity Regional Rehab Center,Trinity,Pasco,florida,28.1904675,-82.6811341,ROOFTOP,True
Tuskawilla Nursing And Rehab Center,Winter Springs,Seminole,florida,28.6446377,-81.27314319999999,ROOFTOP,True
University Crossing,Jacksonville,Duval,florida,30.2907648,-81.5986952,ROOFTOP,True
University Hills Health And Rehabilitation,Pensacola,Escambia,florida,30.54044,-87.21687,ROOFTOP,True
Venice Health And Rehabilitation Center,Venice,Sarasota,florida,27.1065115,-82.4180045,ROOFTOP,True
Vero Beach Care Center,Vero Beach,Indian River,florida,27.6610545,-80.3986565,ROOFTOP,True
Vi At Aventura,Aventura,Miami-Dade,florida,25.9546261,-80.1379189,ROOFTOP,True
Vi At Lakeside Village,Lantana,Palm Beach,florida,26.5814302,-80.0849095,ROOFTOP,True
Vicar'S Landing Nursing Home,Ponte Vedra Beach,St. Johns,florida,30.2038515,-81.38728239999999,ROOFTOP,True
Viera Del Mar Health And Rehabilitation Center,Viera,Brevard,florida,28.225579,-80.7303574,ROOFTOP,True
Viera Healthcare And Rehabilitation Center,Melbourne,Brevard,florida,28.238965,-80.708241,ROOFTOP,True
Villa Healthcare & Rehabilitation Center,Deland,Volusia,florida,29.028318,-81.3031179,APPROXIMATE,True
Villa Maria Nursing Center,North Miami,Miami-Dade,florida,25.8899154,-80.1776886,ROOFTOP,True
Villa Maria West Skilled Nursing Facility,Hialeah Gardens,Miami-Dade,florida,25.8837561,-80.3429608,ROOFTOP,True
Village On The Green,Longwood,Seminole,florida,28.6925948,-81.4065093,ROOFTOP,True
Village On The Isle,Venice,Sarasota,florida,27.0835632,-82.4380252,ROOFTOP,True
Villages Rehabilitation And Nursing Center,Lady Lake,Lake,florida,28.9137,-81.9418623,ROOFTOP,True
Vivo Healthcare Normandy,Jacksonville,Duval,florida,30.2905477,-81.79091269999999,ROOFTOP,True
W Frank Wells Nursing Home,Macclenny,Baker,florida,30.2865608,-82.1182183,ROOFTOP,True
Washington Rehabilitation And Nursing Center,Chipley,Washington,florida,30.7668083,-85.5438178,ROOFTOP,True
Water'S Edge Health And Rehabilitation,Palm City,Martin,florida,27.1878181,-80.2746286,ROOFTOP,True
Waterford,Juno Beach,Palm Beach,florida,26.85753,-80.05873,ROOFTOP,True
Wedgewood Healthcare Center,Lakeland,Polk,florida,28.100277,-81.97100999999999,ROOFTOP,True
West Altamonte Nursing & Rehabilitation Center,Altamonte Springs,Seminole,florida,28.6590751,-81.4262322,ROOFTOP,True
West Broward Rehabilitation And Healthcare,Plantation,Broward,florida,26.1212095,-80.2510046,ROOFTOP,True
West Gables Health Care Center,Miami,Miami-Dade,florida,25.7469755,-80.3166972,ROOFTOP,True
West Melbourne Health & Rehabilitation Center,West Melbourne,Brevard,florida,28.0775991,-80.6566777,ROOFTOP,True
West Orange Center For Nursing And Healing,Ocoee,Orange,florida,28.5491013,-81.5405823,ROOFTOP,True
Westchester Gardens Health & Rehabilitation,Clearwater,Pinellas,florida,28.0415306,-82.70707469999999,ROOFTOP,True
Westminster Baldwin Park,Orlando,Orange,florida,28.5783405,-81.32061759999999,ROOFTOP,True
Westminster Oaks,Tallahassee,Leon,florida,30.47829969999999,-84.20476409999999,ROOFTOP,True
Westminster Palms,Saint Petersburg,Pinellas,florida,27.7818249,-82.6280906,ROOFTOP,True
Westminster Point Pleasant,Bradenton,Manatee,florida,27.4968462,-82.5772868,ROOFTOP,True
Westminster St. Augustine,Saint Augustine,St. Johns,florida,29.9866893,-81.4795106,ROOFTOP,True
Westminster Suncoast,Saint Petersburg,Pinellas,florida,27.7069206,-82.64813989999999,ROOFTOP,True
Westminster Towers,Orlando,Orange,florida,28.5333885,-81.3792941,ROOFTOP,True
Westminster Winter Park,Winter Park,Orange,florida,28.5832188,-81.3292835,ROOFTOP,True
Westminster Woods On Julington Creek,Jacksonville,St. Johns,florida,30.1262612,-81.62387939999999,ROOFTOP,True
Westwood Nursing And Rehabilitation Center,Fort Walton Beach,Okaloosa,florida,30.4565334,-86.63057700000002,ROOFTOP,True
Williston Care Center,Williston,Levy,florida,29.388338,-82.45126340000002,ROOFTOP,True
Willowbrooke Court At Azalea Trace,Pensacola,Escambia,florida,30.5397222,-87.2082228,ROOFTOP,True
Willowbrooke Court At St Andrews Estates,Boca Raton,Palm Beach,florida,26.3616651,-80.14076039999999,ROOFTOP,True
Willowbrooke Court Skilled Care Center- Edgewater At Boca Pointe,Boca Raton,Palm Beach,florida,26.329794,-80.1517719,ROOFTOP,True
Windsor Health And Rehabilitation Center,Starke,Bradford,florida,29.9393639,-82.10700399999999,ROOFTOP,True
Windsor Woods Rehab And Healthcare Center,Hudson,Pasco,florida,28.3576011,-82.69189449999999,ROOFTOP,True
Winkler Court,Fort Myers,Lee,florida,26.6039125,-81.8455893,ROOFTOP,True
Winter Haven Fl Opco Llc,Winter Haven,Polk,florida,28.0222435,-81.7328567,APPROXIMATE,True
Winter Park Care And Rehabilitation,Winter Park,Orange,florida,28.5964766,-81.30902239999999,ROOFTOP,True
Wood Lake Health And Rehabilitation Center,Greenacres,Palm Beach,florida,26.6570698,-80.1436095,ROOFTOP,True
Woodland Grove Healthcare & Rehabilitation Center,Jacksonville,Duval,florida,30.2541063,-81.5872823,ROOFTOP,True
